Module,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_maxSpeed,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_minSpeed,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_startTime,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_stopTime,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_totalCO2Emission,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_totalDistance,/veins-4.4/examples/pveins_providencia/results/2hrs_PER00/nodebug-0.sca_nodebug-0-20170613-01:29:17-17048_totalTime
ProvidenciaExampleScenario.node[383].veinsmobility,16.5,0,27119.5,27214.5,260.164,906.916,94.5
ProvidenciaExampleScenario.node[398].veinsmobility,15,0,27122.5,27215.5,211.6,633.998,92.5
ProvidenciaExampleScenario.node[171].veinsmobility,16.3866,0,27052.5,27215.5,323.751,994.768,162.5
ProvidenciaExampleScenario.node[104].veinsmobility,22.5,0,27030,27216,474.452,1501.54,185.5
ProvidenciaExampleScenario.node[328].veinsmobility,16.25,0,27103.5,27216.5,241.594,656.739,112.5
ProvidenciaExampleScenario.node[367].veinsmobility,17.0208,0,27115,27216.5,266.125,995.442,101
ProvidenciaExampleScenario.node[310].veinsmobility,16.3859,0,27098,27218,267.506,1034.34,119.5
ProvidenciaExampleScenario.node[362].veinsmobility,15.6531,0,27113,27218.5,235.218,638.994,105
ProvidenciaExampleScenario.node[352].veinsmobility,19.1355,0,27109.5,27219,295.039,1032.46,109
ProvidenciaExampleScenario.node[186].veinsmobility,23.4137,0,27057,27220,447.318,1296.79,162.5
ProvidenciaExampleScenario.node[350].veinsmobility,18.2015,1.48212,27109,27220,313.665,1058.09,110.5
ProvidenciaExampleScenario.node[418].veinsmobility,16.25,0,27128,27220.5,207.112,659.279,92
ProvidenciaExampleScenario.node[412].veinsmobility,15.65,0,27126.5,27220.5,212.213,635.302,93.5
ProvidenciaExampleScenario.node[536].veinsmobility,16.25,6.90183,27167.5,27220.5,170.271,633.52,52.5
ProvidenciaExampleScenario.node[317].veinsmobility,16,0,27100,27221.5,256.801,751.457,121
ProvidenciaExampleScenario.node[144].veinsmobility,21.25,0,27041.5,27222,439.507,1295.49,180
ProvidenciaExampleScenario.node[109].veinsmobility,18.25,0,27031.5,27222,422.694,1501.39,190
ProvidenciaExampleScenario.node[390].veinsmobility,14.15,0,27120,27222.5,221.13,675.572,102
ProvidenciaExampleScenario.node[545].veinsmobility,16.462,6.9,27169,27222.5,163.004,640.893,53
ProvidenciaExampleScenario.node[425].veinsmobility,16.1597,1.94225,27130,27222.5,258.38,997.574,92
ProvidenciaExampleScenario.node[301].veinsmobility,16.25,0,27094.5,27223.5,279.767,774.506,128.5
ProvidenciaExampleScenario.node[498].veinsmobility,15.6711,4.17112,27156,27223.5,202.994,870.679,67
ProvidenciaExampleScenario.node[170].veinsmobility,22.0078,0,27052,27224,440.126,1290.86,171.5
ProvidenciaExampleScenario.node[368].veinsmobility,15.7891,0,27115,27224.5,245.945,698.775,109
ProvidenciaExampleScenario.node[203].veinsmobility,21.7815,0,27062.5,27226,433.292,1297.01,163
ProvidenciaExampleScenario.node[385].veinsmobility,16.25,0,27120,27226.5,234.38,650.995,106
ProvidenciaExampleScenario.node[468].veinsmobility,16.25,0,27144,27228,150.799,272.398,83.5
ProvidenciaExampleScenario.node[409].veinsmobility,16,0,27126,27228,253.448,758.539,101.5
ProvidenciaExampleScenario.node[224].veinsmobility,18.75,0,27072,27229,358.077,1271.36,156.5
ProvidenciaExampleScenario.node[527].veinsmobility,16.25,1.51032,27165.5,27230,173.893,675.476,64
ProvidenciaExampleScenario.node[111].veinsmobility,21.5293,0,27031.5,27231.5,427.257,1145.78,199.5
ProvidenciaExampleScenario.node[455].veinsmobility,16.4283,0,27140,27233,265.184,857.761,92.5
ProvidenciaExampleScenario.node[195].veinsmobility,15.2898,0,27059.5,27233.5,373.967,1115.9,173.5
ProvidenciaExampleScenario.node[188].veinsmobility,16,0,27057,27233.5,379.232,1079.85,176
ProvidenciaExampleScenario.node[339].veinsmobility,15.65,0,27107.5,27233.5,271.63,973.169,125.5
ProvidenciaExampleScenario.node[572].veinsmobility,16.25,6.15,27177.5,27234,171.622,678.686,56
ProvidenciaExampleScenario.node[332].veinsmobility,18.1399,0,27105,27234.5,336.801,1030.94,129
ProvidenciaExampleScenario.node[209].veinsmobility,21.9155,0,27065,27235,377.416,1067.54,169.5
ProvidenciaExampleScenario.node[184].veinsmobility,21.0893,0,27056,27235.5,388.58,1071.1,179
ProvidenciaExampleScenario.node[210].veinsmobility,15.2426,0,27065.5,27235.5,373.271,1077.82,169.5
ProvidenciaExampleScenario.node[264].veinsmobility,17.1972,0,27083.5,27236,362.641,1111.16,152
ProvidenciaExampleScenario.node[462].veinsmobility,15.2105,0,27141.5,27236,245.062,881.329,94
ProvidenciaExampleScenario.node[215].veinsmobility,17.5,0,27069,27236.5,482.551,1738.25,167
ProvidenciaExampleScenario.node[239].veinsmobility,21.4118,0,27077.5,27237,353.306,1060.14,159
ProvidenciaExampleScenario.node[183].veinsmobility,16,0,27055.5,27237,390.28,1040.03,181
ProvidenciaExampleScenario.node[269].veinsmobility,16.25,0,27084.5,27237.5,350.842,1071.19,152.5
ProvidenciaExampleScenario.node[458].veinsmobility,17.5732,0,27140.5,27237.5,314.302,1066.71,96.5
ProvidenciaExampleScenario.node[324].veinsmobility,21.5105,0,27103,27238,333.415,1072.31,134.5
ProvidenciaExampleScenario.node[133].veinsmobility,21.5,0,27038,27238.5,451.763,1069.25,200
ProvidenciaExampleScenario.node[314].veinsmobility,21.448,0,27099,27238.5,332.375,1068.9,139
ProvidenciaExampleScenario.node[424].veinsmobility,16.25,1.35951,27129.5,27239.5,315.123,1110.41,109.5
ProvidenciaExampleScenario.node[145].veinsmobility,22.25,0,27042,27240,436.145,1052.14,197.5
ProvidenciaExampleScenario.node[400].veinsmobility,21.753,0,27123.5,27240.5,314.205,1077.06,116.5
ProvidenciaExampleScenario.node[306].veinsmobility,16.8194,0,27095,27240.5,332.433,1067.07,145
ProvidenciaExampleScenario.node[394].veinsmobility,22.7203,0,27121.5,27241,332.632,1070.71,119
ProvidenciaExampleScenario.node[449].veinsmobility,21.4243,0,27138.5,27241,281.363,1058.86,102
ProvidenciaExampleScenario.node[612].veinsmobility,16.25,6.9,27186.5,27241,162.871,697.152,54
ProvidenciaExampleScenario.node[150].veinsmobility,22.5,0,27044,27241,537.607,1609.06,196.5
ProvidenciaExampleScenario.node[500].veinsmobility,15.3141,0.226939,27156.5,27242,226.879,860.89,85
ProvidenciaExampleScenario.node[460].veinsmobility,21.6097,0,27141.5,27242.5,302.934,1067.22,100.5
ProvidenciaExampleScenario.node[325].veinsmobility,16.4887,0,27103,27242.5,290.092,1039.36,139
ProvidenciaExampleScenario.node[521].veinsmobility,16.4529,0,27163,27243,237.967,890.785,79.5
ProvidenciaExampleScenario.node[372].veinsmobility,15.65,1.5922,27116,27243.5,330.88,1359.88,127
ProvidenciaExampleScenario.node[568].veinsmobility,16.2798,3.5,27176,27244,218.758,909.624,67.5
ProvidenciaExampleScenario.node[517].veinsmobility,15.6106,0.840995,27161,27244,230.996,871.017,82.5
ProvidenciaExampleScenario.node[761].veinsmobility,12.9523,6.15,27235.5,27246,32.8329,106.433,10
ProvidenciaExampleScenario.node[423].veinsmobility,16.5,4.07387,27129.5,27246,376.877,1562.76,116
ProvidenciaExampleScenario.node[557].veinsmobility,15.7,1.53669,27172,27246,232.496,883.606,73.5
ProvidenciaExampleScenario.node[173].veinsmobility,17.25,0,27052.5,27246.5,416.359,1114.12,193.5
ProvidenciaExampleScenario.node[156].veinsmobility,19.75,0,27046.5,27246.5,439.554,1096.49,199.5
ProvidenciaExampleScenario.node[96].veinsmobility,15.65,0,27028,27246.5,443.916,1328.16,218
ProvidenciaExampleScenario.node[291].veinsmobility,18.0504,0,27091.5,27247.5,332.197,981.542,155.5
ProvidenciaExampleScenario.node[289].veinsmobility,19.25,0,27091,27248.5,385.306,1122.62,157
ProvidenciaExampleScenario.node[197].veinsmobility,16.25,0,27059.5,27248.5,430.523,1216.34,188.5
ProvidenciaExampleScenario.node[313].veinsmobility,16.45,0,27098.5,27249,359.96,1135.77,150
ProvidenciaExampleScenario.node[89].veinsmobility,15.6524,0,27026.5,27249,544.961,1853.8,222
ProvidenciaExampleScenario.node[419].veinsmobility,19.4,0,27128.5,27249.5,287.682,981.738,120.5
ProvidenciaExampleScenario.node[519].veinsmobility,19.4,0,27162,27249.5,260.586,973.176,87
ProvidenciaExampleScenario.node[633].veinsmobility,16.4568,0,27194.5,27250,143.929,453.302,55
ProvidenciaExampleScenario.node[508].veinsmobility,19.75,0,27157.5,27250,258.992,766.95,92
ProvidenciaExampleScenario.node[112].veinsmobility,19.75,0,27032,27250,459.408,1126.95,217.5
ProvidenciaExampleScenario.node[386].veinsmobility,18.5,0,27120,27250,294.022,772.994,129.5
ProvidenciaExampleScenario.node[408].veinsmobility,18.5,0,27126,27250,306.635,992.552,123.5
ProvidenciaExampleScenario.node[405].veinsmobility,17.9749,0,27124.5,27250.5,331.243,1112.66,125.5
ProvidenciaExampleScenario.node[353].veinsmobility,18.5563,0,27109.5,27250.5,334.582,988.608,140.5
ProvidenciaExampleScenario.node[502].veinsmobility,15.65,0,27156.5,27251,209.63,673.403,94
ProvidenciaExampleScenario.node[440].veinsmobility,16.25,0,27136,27251,255.965,1033.59,114.5
ProvidenciaExampleScenario.node[434].veinsmobility,19.0206,0,27133.5,27252,319.927,1137.32,118
ProvidenciaExampleScenario.node[417].veinsmobility,18.3742,0,27128,27252,299.691,1004.8,123.5
ProvidenciaExampleScenario.node[532].veinsmobility,17.1,0,27167,27253.5,163.97,293.791,86
ProvidenciaExampleScenario.node[488].veinsmobility,16.9,0,27150.5,27253.5,181.178,282.84,102.5
ProvidenciaExampleScenario.node[160].veinsmobility,21.25,0,27047.5,27254.5,431.158,1116.08,206.5
ProvidenciaExampleScenario.node[142].veinsmobility,22.5,0,27041,27254.5,553.219,1408.73,213
ProvidenciaExampleScenario.node[530].veinsmobility,16.25,0,27166.5,27255,160.178,278.173,88
ProvidenciaExampleScenario.node[222].veinsmobility,22.5,0,27070.5,27255,473.311,1287.2,184
ProvidenciaExampleScenario.node[523].veinsmobility,18.15,1.1285,27164.5,27255.5,237.251,986.091,90.5
ProvidenciaExampleScenario.node[292].veinsmobility,22.5,-0.0619349,27092.5,27256.5,441.074,1287.99,163.5
ProvidenciaExampleScenario.node[151].veinsmobility,22.6579,0,27044,27256.5,538.955,1419.18,212
ProvidenciaExampleScenario.node[364].veinsmobility,21.75,0,27113.5,27256.5,354.807,920.12,142.5
ProvidenciaExampleScenario.node[640].veinsmobility,16.25,0,27197,27257,134.9,290.962,59.5
ProvidenciaExampleScenario.node[650].veinsmobility,17.9237,3.5,27199.5,27257.5,221.196,861.314,57.5
ProvidenciaExampleScenario.node[149].veinsmobility,16.75,0,27043.5,27258,500.759,1548.89,214
ProvidenciaExampleScenario.node[681].veinsmobility,15.25,1.8903,27210,27258.5,169.606,493.259,48
ProvidenciaExampleScenario.node[768].veinsmobility,16.9,6.9,27237.5,27259,106.996,276.047,21
ProvidenciaExampleScenario.node[86].veinsmobility,23.75,0,27025.5,27259.5,610.167,1411.47,233.5
ProvidenciaExampleScenario.node[397].veinsmobility,19,0,27122,27259.5,330.758,911.714,137
ProvidenciaExampleScenario.node[395].veinsmobility,16.25,0,27121.5,27259.5,262.109,625.472,137.5
ProvidenciaExampleScenario.node[599].veinsmobility,15.4383,0,27182,27259.5,191.951,624.038,77
ProvidenciaExampleScenario.node[727].veinsmobility,16.25,1.50708,27225,27261,103.346,281.98,35.5
ProvidenciaExampleScenario.node[139].veinsmobility,22.5,0,27039.5,27261,547.311,1296.86,221
ProvidenciaExampleScenario.node[501].veinsmobility,18.8335,0,27156.5,27261.5,297.638,914.711,104.5
ProvidenciaExampleScenario.node[382].veinsmobility,16.25,0,27119.5,27261.5,259.718,629.18,141.5
ProvidenciaExampleScenario.node[608].veinsmobility,15.2829,-0.891348,27184.5,27261.5,186.556,630.507,76.5
ProvidenciaExampleScenario.node[340].veinsmobility,15.65,0,27107.5,27262,275.868,659.504,154
ProvidenciaExampleScenario.node[764].veinsmobility,15.65,6.4473,27236.5,27263,86.3627,277.458,26
ProvidenciaExampleScenario.node[407].veinsmobility,20,0,27125,27263,357.56,914.844,137.5
ProvidenciaExampleScenario.node[448].veinsmobility,21.25,0,27138.5,27263.5,384.569,1278.45,124.5
ProvidenciaExampleScenario.node[679].veinsmobility,16.25,3.16599,27209.5,27263.5,165.738,625.091,53.5
ProvidenciaExampleScenario.node[369].veinsmobility,16.1173,0,27115.5,27263.5,279.277,666.103,147.5
ProvidenciaExampleScenario.node[494].veinsmobility,16.5818,0,27152.5,27263.5,291.853,1049.56,110.5
ProvidenciaExampleScenario.node[477].veinsmobility,16.25,0,27147,27264,258.684,797.673,116.5
ProvidenciaExampleScenario.node[836].veinsmobility,15.65,6.9,27255.5,27264.5,36.888,104.681,8.5
ProvidenciaExampleScenario.node[554].veinsmobility,15,0,27171,27264.5,195.9,620.053,93
ProvidenciaExampleScenario.node[231].veinsmobility,21.25,0,27074.5,27265,452.152,1297.97,190
ProvidenciaExampleScenario.node[429].veinsmobility,19.3202,0,27131.5,27265,346.54,1358.51,133
ProvidenciaExampleScenario.node[537].veinsmobility,16.1666,0.87453,27167.5,27265,264.956,1030.35,97
ProvidenciaExampleScenario.node[13].veinsmobility,15.65,0,27004.5,27266,524.291,1592,261
ProvidenciaExampleScenario.node[351].veinsmobility,21.5865,0,27109,27267.5,432.995,1249.13,158
ProvidenciaExampleScenario.node[229].veinsmobility,16.25,0,27073,27268,464.228,1465.94,194.5
ProvidenciaExampleScenario.node[666].veinsmobility,15.0988,3.5,27205.5,27268,189.318,858.981,62
ProvidenciaExampleScenario.node[626].veinsmobility,15.7372,6.9,27192,27268.5,207.954,1032.6,76
ProvidenciaExampleScenario.node[323].veinsmobility,16.5929,0,27102,27269,357.202,826.51,166.5
ProvidenciaExampleScenario.node[279].veinsmobility,16.0817,0,27088,27269.5,470.852,1463.88,181
ProvidenciaExampleScenario.node[129].veinsmobility,16.25,0,27037,27270,519.155,1471.1,232.5
ProvidenciaExampleScenario.node[406].veinsmobility,15.85,0,27125,27270.5,299.021,804.939,145
ProvidenciaExampleScenario.node[211].veinsmobility,23.5,0,27067.5,27270.5,502.933,1301.53,202.5
ProvidenciaExampleScenario.node[421].veinsmobility,16.9,0,27129.5,27271,401.868,1446.43,141
ProvidenciaExampleScenario.node[520].veinsmobility,15.3534,0,27163,27271,225.384,869.241,107.5
ProvidenciaExampleScenario.node[299].veinsmobility,22.2617,-1.22279,27094,27272.5,427.107,1299.14,178
ProvidenciaExampleScenario.node[344].veinsmobility,15.65,0,27108,27272.5,405.482,1470.34,164
ProvidenciaExampleScenario.node[115].veinsmobility,16.7485,-2.56219,27033,27272.5,588.81,1845.23,239
ProvidenciaExampleScenario.node[158].veinsmobility,19.4954,-1.27461,27047,27273,487.206,1409.95,225.5
ProvidenciaExampleScenario.node[295].veinsmobility,15.65,0,27093.5,27274,314.655,948.354,180
ProvidenciaExampleScenario.node[391].veinsmobility,21.2064,0,27120.5,27274,365.132,1292.08,153
ProvidenciaExampleScenario.node[80].veinsmobility,16.25,0,27024.5,27274,561.644,1850.72,249
ProvidenciaExampleScenario.node[512].veinsmobility,19.3199,0,27159.5,27274,274.488,769.106,114
ProvidenciaExampleScenario.node[550].veinsmobility,15.65,0,27170,27274,215.288,866.415,103.5
ProvidenciaExampleScenario.node[616].veinsmobility,19.6,0,27188,27274.5,174.019,325.579,86
ProvidenciaExampleScenario.node[233].veinsmobility,17.3357,0,27075.5,27275,499.816,1848.11,199
ProvidenciaExampleScenario.node[178].veinsmobility,18.5,0,27054,27275,443.761,1086.2,220.5
ProvidenciaExampleScenario.node[510].veinsmobility,18.726,0,27158.5,27275,265.078,771.002,116
ProvidenciaExampleScenario.node[534].veinsmobility,18.9398,0,27167,27275,243.704,764.927,107.5
ProvidenciaExampleScenario.node[518].veinsmobility,18.8491,0,27162,27275.5,260.129,782.771,113
ProvidenciaExampleScenario.node[148].veinsmobility,16.25,0,27043.5,27276,509.567,1851.25,232
ProvidenciaExampleScenario.node[570].veinsmobility,18.4779,0,27177,27276,231.206,763.325,98.5
ProvidenciaExampleScenario.node[451].veinsmobility,22.2821,0,27139,27276.5,369.325,1307.7,137
ProvidenciaExampleScenario.node[177].veinsmobility,18.2477,0,27054,27276.5,472.442,1419.12,222
ProvidenciaExampleScenario.node[698].veinsmobility,16.4362,3.5,27216.5,27276.5,203.504,863.861,59.5
ProvidenciaExampleScenario.node[250].veinsmobility,16.1173,0,27080,27277,492.105,1865.76,196.5
ProvidenciaExampleScenario.node[634].veinsmobility,18.955,0,27195,27277,209.483,764.503,81.5
ProvidenciaExampleScenario.node[561].veinsmobility,18.8603,0,27173,27277,243.982,775.365,103.5
ProvidenciaExampleScenario.node[298].veinsmobility,15.8708,0,27094,27277.5,330.603,890.423,183
ProvidenciaExampleScenario.node[648].veinsmobility,19.1937,0,27199,27277.5,215.651,771.289,78
ProvidenciaExampleScenario.node[461].veinsmobility,16.25,0,27141.5,27278,304.362,689.862,136
ProvidenciaExampleScenario.node[243].veinsmobility,16.6336,0,27078,27278,502.431,1860.72,199.5
ProvidenciaExampleScenario.node[642].veinsmobility,15.9,0,27197,27278.5,159.82,335.495,81
ProvidenciaExampleScenario.node[597].veinsmobility,19.0619,0,27181.5,27278.5,233.143,755.783,96.5
ProvidenciaExampleScenario.node[456].veinsmobility,15.0774,0,27140.5,27279,259.685,884.309,138
ProvidenciaExampleScenario.node[677].veinsmobility,18.395,0,27208.5,27279,208.337,771.141,70
ProvidenciaExampleScenario.node[475].veinsmobility,16.9,-2.07862,27146,27279.5,293.076,695.953,133
ProvidenciaExampleScenario.node[897].veinsmobility,15.65,6.9,27271,27280,36.9088,104.981,8.5
ProvidenciaExampleScenario.node[126].veinsmobility,16.0324,0,27036,27280,545.526,1859.72,243.5
ProvidenciaExampleScenario.node[118].veinsmobility,15.4383,-0.0135612,27033.5,27280,553.283,1848.17,246
ProvidenciaExampleScenario.node[553].veinsmobility,18,0,27170.5,27280,231.371,770.242,109
ProvidenciaExampleScenario.node[711].veinsmobility,19.25,1.60896,27220.5,27280.5,194.922,769.859,59.5
ProvidenciaExampleScenario.node[593].veinsmobility,19.25,0,27181,27281,234.909,785.734,99.5
ProvidenciaExampleScenario.node[459].veinsmobility,16.25,0,27141,27281.5,319.145,691.219,140
ProvidenciaExampleScenario.node[485].veinsmobility,15.8659,0,27150,27281.5,279.64,689.833,131
ProvidenciaExampleScenario.node[316].veinsmobility,16.4253,0,27100,27281.5,474.137,1846.23,181
ProvidenciaExampleScenario.node[589].veinsmobility,18.4064,0,27180.5,27281.5,232.071,771.124,100.5
ProvidenciaExampleScenario.node[573].veinsmobility,16.25,0,27178,27281.5,235.9,867.809,103
ProvidenciaExampleScenario.node[320].veinsmobility,16.25,0,27101.5,27282,474.84,1862.71,180
ProvidenciaExampleScenario.node[309].veinsmobility,19.25,-2.59778,27098,27282,432.547,1408.61,183.5
ProvidenciaExampleScenario.node[618].veinsmobility,19.25,0,27188.5,27282,221.006,762.436,93
ProvidenciaExampleScenario.node[627].veinsmobility,19.25,0,27192,27282.5,214.295,750.069,90
ProvidenciaExampleScenario.node[622].veinsmobility,19.6656,0,27190.5,27283,231.728,781.783,92
ProvidenciaExampleScenario.node[533].veinsmobility,16.25,0,27167,27283.5,247.241,694.705,116
ProvidenciaExampleScenario.node[719].veinsmobility,18.75,1.62833,27223.5,27283.5,176.849,671.98,59.5
ProvidenciaExampleScenario.node[360].veinsmobility,16.0359,0,27112.5,27283.5,459.348,1846.34,170.5
ProvidenciaExampleScenario.node[665].veinsmobility,19.6075,0,27205.5,27283.5,222.225,764.634,77.5
ProvidenciaExampleScenario.node[503].veinsmobility,15.8298,0,27157,27284.5,274.39,885.103,127
ProvidenciaExampleScenario.node[335].veinsmobility,15.0988,0,27106.5,27284.5,452.604,1845.62,177.5
ProvidenciaExampleScenario.node[737].veinsmobility,19.25,4.39934,27227,27284.5,193.034,762.316,57
ProvidenciaExampleScenario.node[717].veinsmobility,16.25,3.5,27222.5,27284.5,199.156,859.166,61.5
ProvidenciaExampleScenario.node[552].veinsmobility,15,0,27170.5,27284.5,262.189,883.712,113.5
ProvidenciaExampleScenario.node[564].veinsmobility,15.097,0,27174,27285,232.487,690.481,110.5
ProvidenciaExampleScenario.node[644].veinsmobility,15.1807,0,27197.5,27286,214.59,696.791,88
ProvidenciaExampleScenario.node[546].veinsmobility,14.76,0,27169,27286,282.044,878.901,116.5
ProvidenciaExampleScenario.node[471].veinsmobility,15.9702,0,27144.5,27286.5,318.866,929.249,141.5
ProvidenciaExampleScenario.node[689].veinsmobility,18,0,27213.5,27286.5,199.402,779.351,72.5
ProvidenciaExampleScenario.node[592].veinsmobility,16.3098,-0.812511,27181,27287,250.012,864.578,105.5
ProvidenciaExampleScenario.node[713].veinsmobility,16.75,0,27221.5,27287.5,153.843,473.098,65.5
ProvidenciaExampleScenario.node[701].veinsmobility,16.1328,1.72871,27217.5,27287.5,179.608,699.055,69.5
ProvidenciaExampleScenario.node[630].veinsmobility,15.4121,0,27193.5,27287.5,219.121,691.591,93.5
ProvidenciaExampleScenario.node[773].veinsmobility,18.75,5.7,27238.5,27287.5,183.866,675.845,48.5
ProvidenciaExampleScenario.node[707].veinsmobility,18.7249,1.07487,27219.5,27287.5,203.91,763.463,67.5
ProvidenciaExampleScenario.node[718].veinsmobility,16.0502,0,27223.5,27288,119.575,275.747,64
ProvidenciaExampleScenario.node[683].veinsmobility,18,0,27211.5,27288,198.24,766.638,76
ProvidenciaExampleScenario.node[232].veinsmobility,19.3786,0,27075,27288.5,496.088,1560.98,213
ProvidenciaExampleScenario.node[93].veinsmobility,16.4992,-1.29995,27027,27288.5,704.808,2328.41,261
ProvidenciaExampleScenario.node[603].veinsmobility,19.5694,0,27183,27289,251.762,860.031,105.5
ProvidenciaExampleScenario.node[637].veinsmobility,16.144,0,27196.5,27289,219.021,743.313,92
